info,question,best_guess_label,parent_label
break_7807,how varied are the heights of players on the Chicago basketball team?,standard_deviation,math
break_7808,what is the relationship between inflation and gdp?,correlation,math
break_7809,how related are global temperature and and co2 levels?,correlation,math
break_7810,what is the mode height of students at northwestern?,mode,math
break_7811,what is the mode time an employee spends on  their laptop?,mode,math
break_7812,what is the mode number of pages in the harry potter books?,mode,math
break_7813,what is the mode of the number of texts that she sends per day?,mode,math
break_7814,mode of the number of lightbulbs in classrooms of tech?,mode,math
break_7815,what is the standard deviation of pages in the harry potter book?,standard_deviation,math
break_7816,standard deviation of time spent doing homework?,standard_deviation,math
break_7817,what is the variance of the number of wins teams have in the nba?,standard_deviation,math
break_7818,what is the average age of students taking this class?,average,math
break_7819,what is the standard deviation of age of students taking this class?,standard_deviation,math
break_7820,what is the mode age of students taking this class?,mode,math
break_7821,what is the median age of students taking this class?,median,math
break_7822,what is the standard deviation of number of shoes each person owns?,standard_deviation,math
break_7823,what is the mode age of number of shoes each person owns?,mode,math
break_7824,what is the median age of number of shoes each person owns?,median,math
break_7825,what color is most prevalent in the set of marble?,mode,math
break_7826,what age is most prevalent in the classroom of students?,mode,math
break_7827,what is the mode color of sweatshirts within this classroom?,mode,math
break_7828,what is the standard deviation of column 4 in the data set?,standard_deviation,math
break_7829,what is the relationship between the temperature outside and kids attendance in class?,correlation,math
break_7830,what is the correlation between siblings age difference and the number of fights they have?,correlation,math
break_7831,what was the median arm length in this conference room?,median,math
break_7832,what is the median of the last column in the dataset?,median,math
break_7833,what is the median age of the professors at Vanderbilt University?,median,math
break_7834,what is the median price of a gallon of milk in evanston?,median,math
break_7835,what is the median price per gallon for gas in illinois?,median,math
break_7836,what is the average price per gallon for gas in illinois?,average,math
break_7837,what is the mode price per gallon for gas in illinois?,mode,math
break_7838,what is the standard deviation for the price per gallon for gas in illinois?,standard_deviation,math
break_7839,what is the mode capacity of people in tech classrooms?,mode,math
break_7840,what is the median capacity of people in tech classrooms?,median,math
break_7841,what is the average capacity of people in tech classrooms?,average,math
break_7842,what is the standard deviation of capacity of people in tech classrooms?,standard_deviation,math
break_7843,what is the median number of people on a highschool basketball team?,median,math
break_7844,what is the mode number of people on a highschool basketball team?,mode,math
break_7845,what is the average number of people on a highschool basketball team?,average,math
break_7846,what is the standard deviation of people on a highschool basketball team?,standard_deviation,math
break_7847,what is the correlation between enrollment of a school and number of people on a highschool basketball team?,correlation,math
break_7848,what is the average number of burritos a college student eats?,average,math
break_7849,what is the mode number of burritios a college student eats?,mode,math
break_7850,what is the median number of burritos a college student eats?,median,math
break_7851,what is the standard deviation of the number of burritos a college student eats?,standard_deviation,math
break_7852,what is the relationship between the number of burritos a college student eats and the amount of sushi they eat?,correlation,math
break_7853,what is the range of number of burritos a college student eats?,range,math
break_7854,what is the range of number of people on a highschool basketball team?,range,math
break_7855,what is the range of capacity of people in tech classrooms?,range,math
break_7856,what is the range of price per gallon for gas in illinois?,range,math
break_7857,what is the range in the last column of the dataset?,range,math
set_0,"which films were created in california, but not georgia?",set_difference,comparison
set_1,what movie directors are both taller than six feet and from california?,set_intersection,comparison
set_2,which films were filmed in either california or georgia?,set_union,comparison
set_3,what buildings have a height greater than 500 feet?,set_property_satisfaction,comparison
set_4,who are the buffalo bills players?,set_retrieval,retrieval
set_5,who are the presidents from illinois?,set_property_satisfaction,comparison
set_6,which basketball players are from canada or france,set_union,comparison
set_7,which presidents are republicans who did not serve two terms,set_difference,comparison
set_8,can you get me all the ben and jerrys flavors,set_retrieval,retrieval
set_9,which pizza flavors are spicy and vegetarian,set_intersection,comparison
set_10,who are the female students who got an A in the class,set_intersection,comparison
set_11,who are the male students who are failing,set_intersection,comparison
set_12,what star wars movies have chewbacca and not yoda,set_difference,comparison
set_13,did star wars or star trek come first,datetime_comparison,comparison
set_14,which players average 1 steal and 1 block per game,set_intersection,comparison
set_15,which presidents are 6 feet tall and alive,set_intersection,comparison
set_16,which wars involved germany but not us,set_difference,comparison
set_17,which states are south of the iowa line but north of oklahoma,set_intersection,comparison
set_18,which states are north of the iowa line or south of oklahoma,set_union,comparison
set_19,which beatles members are alive or still making music,set_union,comparison
set_20,who are the friends cast that are alive or still acting,set_union,comparison
set_21,who in the class is failing or dropping,set_union,comparison
set_22,which elements are noble gases or metals,set_union,comparison
set_23,which david bowie albums were made in the 1970's or 2010's,set_union,comparison
set_24,which cities in europe are capitals or the most populated cities in their country,set_union,comparison
set_25,"which airlines fly to ireland, scotland, or wales",set_union,comparison
set_26,"what holidays are in february, march, or april",set_union,comparison
set_27,which fifa game had either messi or ronaldo on the cover,set_union,comparison
set_28,"what nba championship winners had either lebron james, steph curry, or tim duncan",set_union,comparison
set_29,what grammy winners are soul or rap artists,set_union,comparison
set_30,which streaming services have harry potter or lord of the rings movies,set_union,comparison
set_31,"which lord of the rings characters are wizards, but are not evil",set_difference,comparison
set_32,which power rangers series had either a pink ranger or black ranger,set_union,comparison
set_33,which best actor winners won for a biopic but not a drama,set_difference,comparison
set_34,which best picture winners were horror or comedies,set_union,comparison
set_35,which beatles songs did geroge harrison sing but not write,set_difference,comparison
set_36,which dinosaurs were from the triassic period but not the jurassic period,set_difference,comparison
set_37,what movies were filmed in england but not london,set_difference,comparison
set_38,did wwi or wwii come first,datetime_comparison,comparison
set_39,did the raptors in the title before the heat,datetime_comparison,comparison
set_40,was einstein born before hitler,datetime_comparison,comparison
set_41,"which indiana jones movie came out first: raiders, temple, or last crusade",datetime_comparison,comparison
set_42,was sudan or south sudan founded first,datetime_comparison,comparison
set_43,who was born first between anne frank born and martin luther king jr,datetime_comparison,comparison
set_44,did we land on the moon or did the iphone come out first,datetime_comparison,comparison
set_45,was northwesten founded before u chicago or uchicago before northwestern,datetime_comparison,comparison
set_46,did shakspeare write othello or romeo and juliet first,datetime_comparison,comparison
set_47,was photography invented first or video,datetime_comparison,comparison
set_48,did germany invade poland before england declared war on them,datetime_comparison,comparison
set_49,was the microwave invented first or the toaster,datetime_comparison,comparison
set_50,did spotify or itunes come to market first,datetime_comparison,comparison
set_51,is there a relationship between shark attacks and ice cream sales,correlation,math
set_52,what is the correlation between height and rebounds per game,correlation,math
set_53,what's the range of hitchcock movie's release dates,range,math
set_54,what is the range of ages in the full house cast,range,math
set_55,what is the range of the oldest and newest stevie wonder albums,range,math
set_56,what is the range of the founding dates of all the countries in the world,range,math
set_57,what is the range of weights for the sumo wrestlers,range,math
set_58,who is richard feynman,definitional,definitional
set_59,what is hanlon's razor,definitional,definitional
set_60,what is sulfuric acid,definitional,definitional
set_61,can you define municipal,definitional,definitional
set_62,what does juking mean,definitional,definitional
set_63,define capitalism,definitional,definitional
set_64,what does enfix mean,definitional,definitional
set_65,how do you define endoplasmic reticulum,definitional,definitional
set_66,what does gdp stand for,definitional,definitional
set_67,whats is a rhinoceros,definitional,definitional
set_68,what does al dente mean,definitional,definitional
set_69,what is the book of job,definitional,definitional
set_70,what is the arc de triomphe,definitional,definitional
set_71,can you define what tacit means,definitional,definitional
set_72,what is posslq and what does it stand for,definitional,definitional
set_73,which movie made more money at the box office: jaws or star wars,numeric_comparison,comparison
set_74,did crime rate drop after the 1994 crime bill,numeric_comparison,comparison
set_75,are there more indians or hispanics in brampton,numeric_comparison,comparison
set_76,what is an epoch,definitional,definitional
set_77,does the vanilla ice cream or chocolate ice cream have more calories,numeric_comparison,comparison
set_78,is shaq or kobe taller,numeric_comparison,comparison
set_79,is the gdp of el salvador higher than the gdp of guatemala,numeric_comparison,comparison
set_80,is the sun brighter than the betelgeuse,numeric_comparison,comparison
set_81,is facebook worth more than google,numeric_comparison,comparison
set_82,does days of heavan have a higher rotten tomatoes score than badlands,numeric_comparison,comparison
set_83,between taylor swift and ed sheeran who has more spotify streams,numeric_comparison,comparison
set_84,which student had a higher final score,numeric_comparison,comparison
set_85,does van gogh or monet have more paintings in the moma,numeric_comparison,comparison
set_86,did starry night sell for more than the scream,numeric_comparison,comparison
set_87,which website has more visitors,numeric_comparison,comparison
set_88,betwen those video which of the two has more views,numeric_comparison,comparison
set_89,is the high school dropout rate higher in mississippi or alabama,numeric_comparison,comparison
set_90,does saudi arabia have more oil than the rest of the middle east combined,numeric_comparison,comparison
set_91,did the allies or axis have less deaths,numeric_comparison,comparison
set_92,what are scare quotes,definitional,definitional
set_93,did trump or hillary clinton get more votes,numeric_comparison,comparison
set_94,does mac or windows have a better proccesing power,numeric_comparison,comparison
set_95,does the rock or vin diesal have more movies,numeric_comparison,comparison
set_96,is biden older than trump,numeric_comparison,comparison
set_97,did the dog live longer than the cat,numeric_comparison,comparison
set_98,which family gave a larger tip,numeric_comparison,comparison
set_99,is the sky the same color as the ocean,qualitative_comparison,comparison
set_100,does the iphone and the imac have the same manufacturer,qualitative_comparison,comparison
set_101,do the rolling stones and the who have the same guitarist,qualitative_comparison,comparison
set_102,whose hair is blacker,qualitative_comparison,comparison
set_103,do india and pakistan speak the same language,qualitative_comparison,comparison
set_104,are turkey and russia part of the same continent,qualitative_comparison,comparison
set_105,were emmanuel macron and marie le pen born in the same country,qualitative_comparison,comparison
set_106,were samsung and sony founded in the same country,qualitative_comparison,comparison
set_107,are they from the same hometown,qualitative_comparison,comparison
set_108,which bridge has more lanes,numeric_comparison,comparison
set_109,are otters and beavers the same animal,qualitative_comparison,comparison
set_110,what wars have israel taken part in,set_retrieval,retrieval
set_111,can you get me all the state capitals,set_retrieval,retrieval
set_112,who are the members of the addams family,set_retrieval,retrieval
set_113,what are the names of obama's daughters,set_retrieval,retrieval
set_114,what cereals does kellogg make,set_union,comparison
set_115,which students are over 6 ft tall but also have a dog,set_union,comparison
set_116,who has both a cat and a dog,set_union,comparison
set_117,which marbles have the color blue but are also striped,set_union,comparison
set_118,return the names of all nba teams,set_retrieval,retrieval
set_119,which players have played in the nba and the mlb,set_union,comparison
set_120,what is the difference between the tallest and shortest player in the nhl,range,math
set_121,what is the group of students who are majoring in computer science,set_retrieval,retrieval
questions_1,What is the story of Kohinoor (Koh-i-Noor) Diamond?,causal_explanation,open_ended
questions_2,How can I increase the speed of my internet connection while using a VPN?,causal_explanation,open_ended
questions_3,Why am I mentally very lonely? How can I solve it?,causal_explanation,open_ended
questions_5,Astrology: I am a Capricorn Sun Cap moon and cap rising...what does that say about me?,causal_explanation,open_ended
questions_6,Should I buy tiago?,opinion,open_ended
questions_7,How can I be a good geologist?,causal_explanation,open_ended
questions_8,When do you use シ instead of し?,causal_explanation,open_ended
questions_9,Motorola (company): Can I hack my Charter Motorolla DCX3400?,boolean_retrieval,retrieval
questions_11,How do I read and find my YouTube comments?,causal_explanation,open_ended
questions_12,What can make Physics easy to learn?,opinion,open_ended
questions_13,What was your first sexual experience like?,opinion,open_ended
questions_15,What would a Trump presidency mean for current international master’s students on an F1 visa?,opinion,open_ended
questions_16,What does manipulation mean?,definitional,definitional
questions_17,Why do girls want to be friends with the guy they reject?,opinion,open_ended
questions_18,Why are so many Quora users posting questions that are readily answered on Google?,opinion,open_ended
questions_19,Which is the best digital marketing institution in banglore?,opinion,open_ended
questions_20,Why do rockets look white?,causal_explanation,open_ended
questions_21,What's causing someone to be jealous?,causal_explanation,open_ended
questions_22,What are the questions should not ask on Quora?,causal_explanation,open_ended
questions_23,How much is 30 kV in HP?,arithmetic,math
questions_25,What are some tips on making it through the job interview process at Medicines?,causal_explanation,open_ended
questions_26,What is web application?,definitional,definitional
questions_27,Does society place too much importance on sports?,opinion,open_ended
questions_28,What is best way to make money online?,opinion,open_ended
questions_29,How should I prepare for CA final law?,opinion,open_ended
questions_30,What's one thing you would like to do better?,opinion,open_ended
questions_31,What are some special cares for someone with a nose that gets stuffy during the night?,causal_explanation,open_ended
questions_32,What Game of Thrones villain would be the most likely to give you mercy?,opinion,open_ended
questions_33,"Does the United States government still blacklist (employment, etc.) some United States citizens because their political views?",causal_explanation,open_ended
questions_34,What is the best travel website in spain?,opinion,open_ended
questions_35,Why do some people think Obama will try to take their guns away?,opinion,open_ended
questions_36,I'm a 19-year-old. How can I improve my skills or what should I do to become an entrepreneur in the next few years?,opinion,open_ended
questions_37,"When a girlfriend asks her boyfriend ""Why did you choose me? What makes you want to be with me?"", what should one reply to her?",opinion,open_ended
questions_38,How do we prepare for UPSC?,opinion,open_ended
questions_39,What is the stall speed and AOA of an f-14 with wings fully swept back?,numeric_retrieval,retrieval
questions_40,Why do Slavs squat?,causal_explanation,open_ended
questions_41,When can I expect my Cognizant confirmation mail?,datetime_retrieval,retrieval
questions_43,Is being a good kid and not being a rebel worth it in the long run?,opinion,open_ended
questions_45,What is the quickest way to increase Instagram followers?,opinion,open_ended
questions_46,How did Darth Vader fought Darth Maul in Star Wars Legends?,causal_explanation,open_ended
questions_47,"What are the stages of breaking up between couple? I mean, what happens after the breaking up emotionally whether its a male or female?",causal_explanation,open_ended
questions_48,What are some examples of products that can be make from crude oil?,set_retrieval,retrieval
questions_49,How do I make friends.,opinion,open_ended
questions_51,"Will a Blu Ray play on a regular DVD player? If so, how?",causal_explanation,open_ended
questions_53,What is the best/most memorable thing you've ever eaten and why?,opinion,open_ended
questions_55,How difficult is it get into RSI?,opinion,open_ended
questions_57,What are some good rap songs to dance to?,opinion,open_ended
questions_58,I was suddenly logged off Gmail. I can't remember my Gmail password and just realized the recovery email is no longer alive. What can I do?,causal_explanation,open_ended
questions_59,What are the best ways to learn French?,opinion,open_ended
questions_60,How do I download content from a kickass torrent without registration?,causal_explanation,open_ended
questions_61,Is it normal to have a dark ring around the iris of my eye?,causal_explanation,open_ended
questions_62,How is the new Harry Potter book 'Harry Potter and the Cursed Child'?,opinion,open_ended
questions_63,Why do I always get depressed?,causal_explanation,open_ended
questions_64,Where can I find a European family office database?,causal_explanation,open_ended
questions_66,What is the best book ever made?,opinion,open_ended
questions_67,Can we ever store energy produced in lightning?,causal_explanation,open_ended
questions_68,What is your review of Performance Testing?,opinion,open_ended
questions_70,What are the types of immunity?,set_retrieval,retrieval
questions_71,What is a narcissistic personality disorder?,definitional,definitional
questions_72,How I can speak English fluently?,causal_explanation,open_ended
questions_73,How helpful is QuickBooks' auto data recovery support phone number to recover your corrupted data files?,opinion,open_ended
questions_76,How do I prevent breast cancer?,causal_explanation,open_ended
questions_77,How do I log out of my Gmail account on my friend's phone?,causal_explanation,open_ended
questions_79,What is purpose of life?,opinion,open_ended
questions_81,What is the right etiquette for wishing a Jehovah Witness happy birthday?,opinion,open_ended
questions_83,Why do Swiss despise Asians?,opinion,open_ended
questions_89,What is your review of The Next Warrior: Proving Grounds - Part 9?,opinion,open_ended
questions_90,What is the best reference book for physics class 11th?,opinion,open_ended
questions_92,What are some of the best romantic movies in English?,set_retrieval,retrieval
questions_93,What causes a nightmare?,causal_explanation,open_ended
questions_94,What is abstract expressionism in painting?,definitional,definitional
questions_95,How does 3D printing work?,causal_explanation,open_ended
questions_96,What was it like to attend Caltech with Jeremy Ehrhardt?,opinion,open_ended
questions_97,Why did harry become a horcrux?,causal_explanation,open_ended
questions_101,Did Ronald Reagan have a mannerism in his speech?,boolean_retrieval,retrieval
questions_102,What were the war strategies of the Union and the Confederates during the Civil War?,set_retrieval,retrieval
questions_103,Which is the best fiction novel of 2016?,opinion,open_ended
questions_104,Can I recover my email if I forgot the password?,boolean_retrieval,retrieval
questions_108,How competitive is the hiring process at Republic Bank?,opinion,open_ended
questions_113,What do you think China food?,opinion,open_ended
questions_114,What does taking advantage of someone mean?,definitional,definitional
questions_115,Why do we cry when we are happy and when we are sad?,causal_explanation,open_ended
questions_117,"Did you find the ending of the novel ""1984"" depressing?",opinion,open_ended
questions_122,What mineral holds the highest electrical charge?,superlative,comparison
questions_123,What is the greatest mystery in the universe?,opinion,open_ended
questions_125,"Why does China block sanctions at the UN against the Jaish-e-Mohammad (JeM) chief, Masood Azhar?",causal_explanation,open_ended
questions_127,Can excessive amounts of Vitamin C cause me to have a miscarriage?,causal_explanation,open_ended
questions_133,Is it normal for older men to be attracted to young women?,opinion,open_ended
questions_134,What is the strongest structure or strongest shape under compression?,superlative,comparison
questions_135,Who are the Rohingya Muslims?,definitional,definitional
questions_136,Does it matter whether humans are selfish or evil?,opinion,open_ended
questions_139,What is the ideal life after retirement?,opinion,open_ended
questions_143,Does a black hole have mass?,boolean_retrieval,retrieval
questions_144,"Is Morgan Freeman correct when he says the only way to stop racism, is to stop talking about it?",opinion,open_ended
questions_146,How would you review the site Waveclues?,opinion,open_ended
questions_147,In how many ways can we distribute 10 identical looking pencils to 4 students so that each student gets at least one pencil?,arithmetic,math
questions_150,How many years Britain ruled India?,numeric_retrieval,retrieval
questions_153,At what age should someone lose their virginity?,opinion,open_ended
questions_154,How forgetful are you?,opinion,open_ended
questions_155,Could Snoke secretly be Darth Maul?,opinion,open_ended
questions_157,Would you switch from Canon 6D to Leica D-LUX 109?,opinion,open_ended
questions_168,Which are the best engineering fields?,opinion,open_ended
questions_175,Which is the best fixed income fund?,opinion,open_ended
questions_176,What is it like to live in Cologne?,opinion,open_ended
questions_178,Why does some people prefer small families.?,opinion,open_ended
questions_179,Do animals kiss?,boolean_retrieval,retrieval
questions_192,Who was the wife of Lord Krishna?,qualitative_property_retrieval,retrieval
questions_199,What are the effects of demonitization of 500 and 1000 rupees notes on real estate sector?,causal_explanation,open_ended
questions_221,What is my puk code?,definitional,definitional
questions_291,"Is there an end to the universe, and if not, is the universe infinite?",causal_explanation,open_ended
questions_317,What do countries do to prevent war?,causal_explanation,open_ended
questions_323,Why are dogs considered omnivores?,causal_explanation,open_ended
questions_657,What are genders?,definitional,definitional
questions_659,How long can raw and cooked sausage last refrigerated?,numeric_retrieval,retrieval
questions_660,What are the best available smartphones gadgets?,opinion,open_ended
questions_661,How does it feel to be a closeted gay in India?,opinion,open_ended
questions_665,Is the US election rigged?,boolean_retrieval,retrieval
questions_667,What is fermentation? What are some products of fermentation?,definitional,definitional
questions_668,"What do you think about my short film, ""ColorShift""?",opinion,open_ended
questions_673,What is the best accordion for beginners to learn on?,opinion,open_ended
questions_675,What's your opinion about the decision on removal of 500 and 1000 rupees currency notes?,opinion,open_ended
questions_696,How light bend with gravity?,causal_explanation,open_ended
questions_698,How many new cars are sold by Maserati in the US each year?,numeric_retrieval,retrieval
questions_715,How magnets are made?,causal_explanation,open_ended
boolq_0,do iran and afghanistan speak the same language,qualitative_comparison,comparison
boolq_1,do good samaritan laws protect those who help at an accident,boolean_retrieval,retrieval
boolq_8,did abraham lincoln write the letter in saving private ryan,boolean_retrieval,retrieval
boolq_9,is batman and robin a sequel to batman forever,boolean_retrieval,retrieval
boolq_10,is a wolverine the same as a badger,boolean_retrieval,retrieval
boolq_11,will there be a green lantern 2 movie,boolean_retrieval,retrieval
boolq_12,does the icc has jurisdiction in the united states,boolean_retrieval,retrieval
boolq_14,is there a now you see me 3 coming out,boolean_retrieval,retrieval
boolq_15,does a penalty shoot out goal count towards the golden boot,boolean_retrieval,retrieval
boolq_16,will there be a new season of cutthroat kitchen,boolean_retrieval,retrieval
boolq_17,is jack sikma in the hall of fame,boolean_retrieval,retrieval
boolq_18,can elves and humans mate lord of the rings,boolean_retrieval,retrieval
boolq_19,the boy in the plastic bubble based on true story,boolean_retrieval,retrieval
boolq_21,are tim brown and jim brown in the hall of fame,boolean_and,boolean
boolq_22,can you drink alcohol in public in denmark or in sweden,boolean_or,boolean
boolq_23,is jersey currency legal tender in the uk,boolean_retrieval,retrieval
boolq_24,have the milwaukee bucks or miami heat ever won a championship,boolean_or,boolean
boolq_25,do the world cup final and euro finals go to penalties,boolean_and,boolean
boolq_26,is kingdom manga based on a true story,boolean_retrieval,retrieval
boolq_27,are croatia and serbia part of the european economic area,boolean_and,boolean
boolq_29,is saline and sodium chloride the same thing,qualitative_property_retrieval,retrieval
boolq_38,is an australian shepherd the same as an australian cattle dog,qualitative_comparison,comparison
boolq_39,is tomato puree and tomato sauce the same thing,qualitative_comparison,comparison
boolq_41,is newcastle upon tyne the same as newcastle,qualitative_comparison,comparison
boolq_44,is thanksgiving always the last thursday of the month,boolean_retrieval,retrieval
boolq_45,is lord of the rings after the hobbit,boolean_retrieval,retrieval
boolq_46,is the fallen movie going to have a sequel,boolean_retrieval,retrieval
boolq_47,does anyone on instagram have 1 billion followers,boolean_retrieval,retrieval
boolq_53,does age have any influence on attentional ability and inattentional blindness,causal_explanation,open_ended
boolq_54,is sanskrit or hindi the first language of the world,boolean_or,boolean
boolq_57,is it legal to own an ar15 or a grenade in california,boolean_or,boolean
boolq_62,have michigan and ohio state won a national championship in football,boolean_and,boolean
boolq_65,does lex luthor know who either superman or spiderman is in smallville,boolean_or,boolean
boolq_67,will there be a season 2 of marvel's iron fist or season 2 of marvel's daredevil,boolean_or,boolean
boolq_75,is it illegal to carry a pistol in your car in texas and in mississippi,boolean_and,boolean
boolq_78,are porto rico and hawaii a part of the united states,boolean_and,boolean
boolq_79,is there sales tax in the state of washington or delaware,boolean_or,boolean
boolq_80,has anyone scored 6 goals in one game and had 2 assists in one game,boolean_and,boolean
boolq_82,is the sears tower the same as the hancock building,qualitative_comparison,comparison
boolq_86,is wheat flour and white flour the same thing,qualitative_comparison,comparison
boolq_88,did the english or french win the hundred years war,boolean_or,boolean
boolq_89,are ferguson jenkins and babe ruth in the hall of fame,boolean_and,boolean
boolq_90,are family dollar and dollar general the same company,qualitative_comparison,comparison
boolq_91,is station 19 a grey's anatomy spin off,boolean_retrieval,retrieval
boolq_92,are tomatoes and tobacco members of the nightshade family,boolean_and,boolean
boolq_93,is dollar tree the same as dollar general,qualitative_comparison,comparison
boolq_97,is it legal to carry a gun in nyc and in boston,boolean_and,boolean
boolq_106,are the marines and and army part of the us navy,boolean_and,boolean
boolq_108,will there be a uk general election in 2018 or in 2019,boolean_and,boolean
boolq_110,can i own a handgun in the uk,boolean_retrieval,retrieval
boolq_114,are pumas cougars and mountain lions the same animal,qualitative_comparison,comparison
boolq_115,are popeye the sailor man and mickey moouse disney characters,boolean_and,boolean
boolq_116,have tom hanks and denzel washingtoon both won an academy award,boolean_and,boolean
boolq_119,is it legal to drink in public in london,boolean_retrieval,retrieval
boolq_120,do you have to register to vote in america,boolean_retrieval,retrieval
boolq_125,do either the nissan rogue or nissan alitma have all wheel drive,boolean_or,boolean
boolq_126,is fear the walking dead set before the walking dead,boolean_retrieval,retrieval
boolq_127,do new zealand and australia have the same flag,qualitative_comparison,comparison
boolq_128,did austria and wales qualify for the world cup 2018,boolean_and,boolean
boolq_129,are carrie underwood or keith urban in the movie soul surfer,boolean_or,boolean
boolq_131,are one flew over the cuckoo's nest and a catcher in the rye true stories,boolean_and,boolean
boolq_133,when sandy hit nj was it a hurricane,boolean_retrieval,retrieval
boolq_136,are call me by your name and jurassic park books,boolean_and,boolean
boolq_137,have england or india ever won any world cups in cricket,boolean_or,boolean
boolq_138,are watcher in the woods and holes disney movies,boolean_and,boolean
boolq_140,were the movies dunkirk or 1917 based on books,boolean_or,boolean
boolq_142,is national guard boot camp the same as army,qualitative_comparison,comparison
boolq_143,do dogwood trees or pine trees grow in the middle east,boolean_or,boolean
boolq_145,are doc martens or timbs still made in the uk,boolean_or,boolean
boolq_149,is the olympic torch always lit in greece,boolean_retrieval,retrieval
boolq_150,are canada or mexico in the 2018 soccer world cup,boolean_or,boolean
boolq_152,are king louie or king richard in the jungle book book,boolean_or,boolean
boolq_153,does drake in my feelings or take care have a video,boolean_or,boolean
boolq_156,is a birth certificate or a passport a valid form of id,boolean_or,boolean
boolq_157,is there a town named keister in the united states,boolean_retrieval,retrieval
boolq_160,is dc legends of tomorrow or legion based on a comic,boolean_or,boolean
boolq_162,do papua pigs or guinea pigs come from papua new guinea,boolean_or,boolean
boolq_167,is st. patricks day always on march 17,boolean_retrieval,retrieval
boolq_168,is there a national bring your dog and a national bring your cat to work day,boolean_and,boolean
boolq_171,can you buy beer and wine on sunday in new york,boolean_and,boolean
boolq_173,does a goal or assist from a throw in count,boolean_or,boolean
boolq_175,is it possible to download all of wikipedia,boolean_retrieval,retrieval
boolq_188,did dan stevens and emma watson do the singing in beauty and the beast,boolean_and,boolean
boolq_195,can you have a skunk or a raccoon as a pet in canada,boolean_or,boolean
boolq_198,does the united kingdom have an official language,boolean_retrieval,retrieval
boolq_199,did the dad die in the good dinosaur,boolean_retrieval,retrieval
boolq_200,is blue cross the same as blue shield,qualitative_comparison,comparison
boolq_201,is mall of asia the biggest mall in asia,boolean_retrieval,retrieval
boolq_203,can a person die from too much water,boolean_retrieval,retrieval
boolq_207,can you drink in the street and smoke in glasgow,boolean_and,boolean
boolq_208,is cheaper by the dozen a true story,boolean_retrieval,retrieval
boolq_214,is sweet italian sausage the same as mild,qualitative_comparison,comparison
boolq_217,can i be sacked for falling asleep at work or yelling at my boss,boolean_or,boolean
boolq_218,can you buy a car in both wisconsin and michigan on sunday,boolean_and,boolean
boolq_219,is electrode potential the same as reduction potential,qualitative_comparison,comparison
boolq_220,did north korea and south korea compete in the 2018 olympics,boolean_and,boolean
boolq_221,was mercury or lead used as a cure for syphilis,boolean_or,boolean
boolq_223,is either liverpool or manchester the capital of the united kingdom,boolean_or,boolean
boolq_227,is a circle the same as a sphere,qualitative_comparison,comparison
boolq_228,is sperm concentration the same as sperm count,qualitative_comparison,comparison
boolq_229,did ward and june cleaver sleep in the same bed,qualitative_comparison,comparison
boolq_238,is the red cross or the blue shield part of the un,boolean_or,boolean
boolq_239,did wales or scotland ever qualify for the world cup,boolean_or,boolean
boolq_240,is beauty and the beast and the lion king still on broadway,boolean_and,boolean
boolq_241,do marvel or fox own the rights to fantastic four,boolean_or,boolean
boolq_244,did jimmy saville and bill cosby go to jail,boolean_and,boolean
boolq_255,did lebanon and jordan ever qualify for the world cup,boolean_and,boolean
boolq_259,did china or japan ever qualify for fifa world cup,boolean_and,boolean
boolq_260,are england and belgium in the world cup semi finals,boolean_and,boolean
boolq_261,are green beans the same as french beans,qualitative_comparison,comparison
boolq_262,does all of japan have the same time zone,qualitative_comparison,comparison
boolq_263,is spiderman homecoming the same as the amazing spider man,qualitative_comparison,comparison
boolq_272,does a trapezoid or a square have one set of parallel lines,boolean_or,boolean
boolq_707,have el salvador or honduras ever been in the world cup,boolean_or,boolean
handwritten,national parks and beaches in california,set_union,comparison
handwritten,famous chefs and restaurants in france,set_union,comparison
handwritten,did Russia invade after the end of the Olympics,datetime_comparison,comparison
handwritten,nagasaki or hiroshima happened first,datetime_comparison,comparison
handwritten,did berlin wall fall before or after prague spring,datetime_comparison,comparison
handwritten,which authors are movie directors,set_intersection,comparison
handwritten,what dog breeds are intelligent and athletic,set_intersection,comparison
handwritten,who is the guy that sings for Bleachers and Fun,set_intersection,comparison
handwritten,celebrities that were also serial killers,set_intersection,comparison
handwritten,what is the most common age of a professional soccer player?,mode,math
handwritten,most common undergraduate degree for facebook engineers,mode,math
handwritten,what keyowrds appear most often in a good resume,mode,math
handwritten,what is the most commonly asked question on quora,mode,math
handwritten,what is the typical starting salary for a librarian?,average,math
handwritten,mean household income in New Jersey,average,math
handwritten,how long do I spend online per day,average,math
handwritten,how much do new printers usually cost,average,math
handwritten,what is the average lifespan among marsupials,average,math
handwritten,spanish foods that are not spicy,set_difference,comparison
handwritten,which senators do not get funding from oil companies?,set_difference,comparison
handwritten,what countries are not in the UN?,set_difference,comparison
handwritten,what animals can fly that are not birds?,set_difference,comparison
handwritten,what metals other than lead have a low melting temperature ,set_difference,comparison
handwritten,besides medication what are the treatments for ADHD,set_difference,comparison
handwritten,what european nations are not EU members?,set_difference,comparison
handwritten,major tech companies that aren't social media,set_difference,comparison
handwritten,what are some lower body exercises that do not require gym equipment,set_difference,comparison
handwritten,good east coast schools not in the ivy league,set_difference,comparison
handwritten,do gas prices go up after a natural disaster,correlation,math
handwritten,does age affect covid recovery,correlation,math
handwritten,how are money and happiness related,correlation,math
